totalRows,authorType,commentCount,currentUserVote,downvoteUrl,id,isKernel,isPrivate,isSticky,kernelUrl,lastCommenterType,lastCommenterName,lastCommenterUrl,lastCommentPostDate,medal,parentName,parentUrl,postDate,title,topicUrl,upvoteUrl,voteResumeUrl,userAvatar,votes,author,content,tag
527,topic,78,0,/forums/messages/downvote?forumMessageId=649931,112872,FALSE,FALSE,FALSE,,comment,C4rl05/V,/c/ashrae-energy-prediction/discussion/112872#695310,44:04.7,gold,ASHRAE - Great Energy Predictor III,/c/ashrae-energy-prediction,15/10/2019 23:03,Energy prediction - small summary,/c/ashrae-energy-prediction/discussion/112872,/forums/messages/upvote?forumMessageId=649931,/account/resume-action?event=vote&forumMessageId=649931,"{'displayName': 'Konstantin Yakovlev', 'id': 2405813, 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-avatars/thumbnails/2405813-kg.jpg', 'tier': 'master', 'userUrl': '/kyakovlev', 'width': None}",220,Konstantin Yakovlev,"I'm stopping share things as we formed a team and it will be not fair to my teammates to disclose information that may affect all team.
Please upvote and comment original topic and kernels authors if you'll find their work interesting and useful (feedback is very important for them to know they are doing good things). Please also indicate what can be done better (especially for kernles) as it helps authors to improve their work (current and future).
Here is small summary for current competition:

Data minification (https://www.kaggle.com/kyakovlev/ashrae-data-minification)
EDA
Baseline model (https://www.kaggle.com/kyakovlev/ashrae-baseline-lgbm)
CV options (https://www.kaggle.com/kyakovlev/ashrae-cv-options)
CV
Baseline FE 
(1.22 - https://www.kaggle.com/kyakovlev/ashrae-lgbm-simple-fe -lgbm)
(1.23 - https://www.kaggle.com/kyakovlev/ashrae-catboost - catboost)
same kernels with 2 lines change scores 1.13
Feature selection
Deeper FE
Ensembles/Stackings/Blends


Part 1
Random thoughts about competition.
This competition is about predicting energy consumption.
When I look at data I see ""not very reach"" features dataset. Seems that we can and have to use a lot of external data.
Weather - very important (here are some kernels about weather time-series data):

https://www.kaggle.com/leandrovrabelo/climate-change-forecast-sarima-model
https://www.kaggle.com/selfishgene/filtering-and-auto-correlation-tutorial
https://www.kaggle.com/jsphyg/weather-dataset-rattle-package
https://www.kaggle.com/c/recruit-restaurant-visitor-forecasting (please see discussions and winning solutions)
We don't predict the weather here. But if we do have? What if energy consumption has a strong connection with ""people's feelings"" about the weather tomorrow.

Geo markers (probably we can supplement data with this information).
Wealth (also with categorical subsets).
Building condition (supplement with some thermal physics data).
etc.
It seems to me now that data that we have just a skeleton and we can and have to find interesting correlated data on external resources. 
My advice here constantly monitor this thread:
https://www.kaggle.com/c/ashrae-energy-prediction/discussion/112841#latest-649772 
More readings:
Tip: You've already noticed III number in competition name -> search for ASHRAE - Energy Predictor

https://www.kaggle.com/c/ashrae-energy-prediction/overview/prior-competitions
https://repository.upenn.edu/mlab_papers/75/ (just example of search result)
etc


Minification.
One of the first steps that should be done is data minification (just my opinion).
You will need it for:

Load data faster -> pickle format (best choice for me)
Consume less memory -> Carefull types downcasting
Avoid repeated cleaning steps.

Possible problems:

pandas pickle format is ""version dependent"" and you may have problems with loading data generated with a newer version of Pandas
Any bad transformation may and will affect your model. Minification should be done very veeeeery careful as you will use it in every single your kernel in the future. If you not sure about downcasting some column -> don't do. If not sure about cleaning -> don't do. All wrong decisions here may and will affect your score. You may spend days searching for error that prevents your model converge well and find that it was you who created an error in the minification step.

Links:

https://www.kaggle.com/kyakovlev/ashrae-data-minification (I do think that my approach is not the best one and not safe to use - just an example)
https://www.kaggle.com/hamditarek/reducing-memory-size-for-great-energy-predictor


DON'T copy that kernels blindly. Try to understand the code and write your own that serves you. You may use that links just for reference.


Baseline
https://www.kaggle.com/kyakovlev/ashrae-data-minification
The baseline model is a model without any FE and without any model tuning. It will give you an idea of the very base/ground score that you can have with untransformed data. Conducting experiments you have to compare scores with some stable result.  
Let's think about what ways we have to improve a single model score:

FE obviously
CV
Model tuning 
Evaluation metric 
Loss function

CV
Think about how you can make it reliable and align your CV with LB.
Without good CV all modifications are ""blind shoots"" and can't be analyzed and evaluated.
Model tuning
It's up to you to decide when you want to do tuning, but my advice is to do at least some minimal tuning in the beginning. Normally (in most cases) model performance depends on the data structure and if it will be untouched your initial params can serve you almost until the end of the competition. In the beginning, it is easier to do as you have just a minimal number of features and any GridSearch/Bayesian optimization will run faster. 
Evaluation metric/Loss function
In my case, I've used RMSE but the competition metric is RMSLE. If you will use lgbm please consult these examples for custom metric and custom loss function:

https://github.com/microsoft/LightGBM/blob/master/examples/python-guide/advanced_example.py
https://github.com/microsoft/LightGBM/blob/master/examples/python-guide/sklearn_example.py

Other baseline models:

https://www.kaggle.com/ryches/simple-lgbm-solution (by @ryches / LGBM)
https://www.kaggle.com/bejeweled/ashrae-catboost-regressor (by @bejeweled / CatBoost)
https://www.kaggle.com/tunguz/simple-linear-regression-benchmark (by @tunguz / Linear regression)
https://www.kaggle.com/yukari17/simple-prediction-do-not-use-model-v2 (by @yukari17 / without any Model)


Never copy others solutions, use it as a reference and create your own baseline with model you know better. For sure it will take much more time but you will benefit much more from own code. Others approaches could have mistakes, errors, incorrect code.


EDA

https://www.kaggle.com/nroman/eda-for-ashrae
https://www.kaggle.com/jtrotman/ashrae-heatmaps
https://www.kaggle.com/sudalairajkumar/simple-exploration-notebook-ashrae

Before reading other's EDAs kernels try to make your own. If you are as lazy as I am - go to read part.
EDA is one of the most important parts of any competition. This your source for FE/CV/Model. Understanding the data and its structure is a crucial step to move on.

CV
https://www.kaggle.com/kyakovlev/ashrae-cv-options
We have several problems here (you may want to check the linked kernel).

Consumption can't be well generalized (with data we have). For unknown siteid and buildingid our predictions are terrible. The same happens with monthly consumption. It means that we should train the final model on all months and all buildings to get the most accurate predictions. You can think of it that consumption is very specific for each building, each zone, and date. Also, it's mean that we don't have all necessary data.
The previous point shows us the importance of siteid and buildingid which seems to me should be enriched by external data.
Not possible to safely use early stoppings. 
Features validation is becoming very tricky and not very accurate.
In my opinion, the best FE validation option is 4/4/4 train/skip/validate - if there is a proved RMSLE boost for the feature it is safe to use it for test predictions.
Boosting rounds for the final model should be more than for FE validation but not much.


FE
What works:

Target/mean encoding
Outliers imputation
Categorisation 

Adversarial validation shows that test set doesn't differ much from train set:

https://www.kaggle.com/tunguz/adversarial-ashrae (it's IMPORTANT)

We don't have many features so for features selection you can safely use (if you have stable CV):

recursive feature elimination (remove 1 by 1)
permutation importance
recursive feature acceptance (add 1 by 1)


Blend/Stacking
Blend works - you can have at least 1-2% of RMSLE with different model blending.
Stacking is very tricky as it will overfit hugely for test set. As I see it's almost impossible to use it here. But you may find a way to implement it in your pipeline. 

General findings
Private/Public Test set split:

https://www.kaggle.com/c/ashrae-energy-prediction/discussion/113751

Geo location:

https://www.kaggle.com/c/ashrae-energy-prediction/discussion/114874
https://www.kaggle.com/c/ashrae-energy-prediction/discussion/114447
https://www.kaggle.com/c/ashrae-energy-prediction/discussion/113338
https://www.kaggle.com/c/ashrae-energy-prediction/discussion/113772
https://www.kaggle.com/patrick0302/locate-cities-according-weather-temperature

Meter split (didn't test by it's interesting):

https://www.kaggle.com/c/ashrae-energy-prediction/discussion/113240
https://www.kaggle.com/corochann/ashrae-training-lgbm-by-meter-type

Outliers:

https://www.kaggle.com/c/ashrae-energy-prediction/discussion/113254

Holidays:

https://www.kaggle.com/c/ashrae-energy-prediction/discussion/113286

Metric:

https://www.kaggle.com/c/ashrae-energy-prediction/discussion/113064


Utilities
Faster submission:

https://www.kaggle.com/c/ashrae-energy-prediction/discussion/114782

Better score understanding (more than 2 decimals):

https://www.kaggle.com/c/ashrae-energy-prediction/discussion/113104

Faster stratified split

https://www.kaggle.com/frednavruzov/faster-stratified-cross-validation-upd
",Solution
527,host,27,0,/forums/messages/downvote?forumMessageId=649970,112884,FALSE,FALSE,FALSE,,comment,Przemysław Rejczak,/c/ashrae-energy-prediction/discussion/112884#692066,28:22.1,gold,ASHRAE - Great Energy Predictor III,/c/ashrae-energy-prediction,16/10/2019 1:04,The ASHRAE Technical Team welcomes you!,/c/ashrae-energy-prediction/discussion/112884,/forums/messages/upvote?forumMessageId=649970,/account/resume-action?event=vote&forumMessageId=649970,"{'displayName': 'Clayton', 'id': 23583, 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-avatars/thumbnails/23583-kg.jpg', 'tier': 'contributor', 'userUrl': '/claytonmiller', 'width': None}",32,Clayton,"Welcome to the ASHRAE Great Energy Predictor III Competition! I represent the lead member of the ASHRAE Technical Team for this competition.
This challenge provides the opportunity to see how buildings actually use energy in the wild and come up with new ways to model their hourly consumption in a scalable way. Please check out this publication for an understanding of why this effort is necessary and some of the basics of energy prediction for buildings!
Please feel free to ask your questions in this thread.
Good luck!",Kaggle + Technical Committee
527,host,18,0,/forums/messages/downvote?forumMessageId=650429,112985,FALSE,FALSE,FALSE,,comment,Amit,/c/ashrae-energy-prediction/discussion/112985#697482,34:47.4,gold,ASHRAE - Great Energy Predictor III,/c/ashrae-energy-prediction,16/10/2019 11:23,An introduction from the ASHRAE Contest Administration Team,/c/ashrae-energy-prediction/discussion/112985,/forums/messages/upvote?forumMessageId=650429,/account/resume-action?event=vote&forumMessageId=650429,"{'displayName': 'Chris Balbach', 'id': 2014127, 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png', 'tier': 'novice', 'userUrl': '/chrisbalbach', 'width': None}",25,Chris Balbach,"Hello Fellow Kagglers:
Just a short note to introduce you to the ASHRAE ""Contest Administration"" Team, led by myself. As the current chair of ASHRAE Technical Committee 4.7 (Energy Calculations), it gives me great pleasure to see this contest launch - the next step in supporting ASHRAE's mission - ""To serve humanity by advancing the arts and sciences of heating, ventilation, air conditioning, refrigeration and their allied fields.""
Our team is supported two of my good colleagues and friends - Dr. Jeff Haberl and  Krishnan Gowri. 
We represent a small, diverse and dedicated group of volunteers who have been working together over the past 16 months to create the relationships and pull together the necessary resources to launch a successful Kaggle data competition.  
Our shared goals are to uncover (and disseminate to the public) current ""best practices"" for methods of time series predictions that can be useful in our domain.  During the contest, the 'Administration Team"" will be monitoring the discussion board to respond to your queries, as appropriate.  Contest winners and participants should expect more interaction with the Administration Team as we work together to find creative ways to disseminate the results to our community at large. 
Good Luck!
All the Best,
_Chris
Chris Balbach, PE, CEM CMVP, BESA
Vice President of Research and Development
Performance Systems Development of NY, LLC
124 Brinndley Street, Suite 4, Ithaca, NY 14850
http://www.psdconsulting.com
ph: (607)-327-1647",Kaggle + Technical Committee
527,topic,18,0,/forums/messages/downvote?forumMessageId=652305,113338,FALSE,FALSE,FALSE,,comment,Dxx,/c/ashrae-energy-prediction/discussion/113338#667617,06:23.4,gold,ASHRAE - Great Energy Predictor III,/c/ashrae-energy-prediction,18/10/2019 16:49,site_id might be related to ASHRAE regions,/c/ashrae-energy-prediction/discussion/113338,/forums/messages/upvote?forumMessageId=652305,/account/resume-action?event=vote&forumMessageId=652305,"{'displayName': 'Alexey Pronin', 'id': 1461289, 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-avatars/thumbnails/1461289-kg.jpg', 'tier': 'expert', 'userUrl': '/graf10a', 'width': None}",27,Alexey Pronin,"The has been a lot of discussion about supplementing the data set with some kind of geolocation data. This might be very helpful for modeling because it could potentially give us a way of figuring out national holidays or give us access to some additional weather/climate data for different locations. So, I went to the ASHRAE web site and discovered that ASHRAE is comprised of 15 regions. The map of these regions is updated annually and can be downloaded from here. 
The number of regions is suspiciously similar to the number of the unique values of the site_id variable in the competition data set. There might be a connection here and I think it is worth investigating. Right now, I do not have time to work on this competition, but I encourage you to play with this idea and report your finding in this thread. ",Site Locations
527,topic,4,0,/forums/messages/downvote?forumMessageId=653841,113643,FALSE,FALSE,FALSE,,topic,Heng CherKeng,/c/ashrae-energy-prediction/discussion/113643#653938,35:41.1,gold,ASHRAE - Great Energy Predictor III,/c/ashrae-energy-prediction,21/10/2019 3:27,"Dr. Miller talk introduction on ""ASHRAE - Great Energy Predictor III""",/c/ashrae-energy-prediction/discussion/113643,/forums/messages/upvote?forumMessageId=653841,/account/resume-action?event=vote&forumMessageId=653841,"{'displayName': 'Heng CherKeng', 'id': 113660, 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-avatars/thumbnails/113660-fb.jpg', 'tier': 'grandmaster', 'userUrl': '/hengck23', 'width': None}",36,Heng CherKeng,"https://eta.lbl.gov/seminar/data-science-meets-ashrae-great-energy
https://vimeo.com/363413594
Dr. Miller will present the plans for the upcoming Great Energy Predictor Competition III that is scheduled to be launched in Oct 2019. This competition will be the long-awaited continuation of the ASHRAE Predictor Shootout I (1993) and Predictor Shootout II (1995) competitions. In this contest, ASHRAE has developed a new competition to determine who has the most accurate procedure(s) for automatically predicting whole-building energy use for a large number of buildings. The prediction of building energy use is important for many different purposes, including developing baselines, improving diagnostics, optimizing building energy use, improving electric grid management to name a few.",Reference Material
527,host,9,0,/forums/messages/downvote?forumMessageId=657044,114196,FALSE,FALSE,FALSE,,comment,Amit,/c/ashrae-energy-prediction/discussion/114196#700525,33:46.5,gold,ASHRAE - Great Energy Predictor III,/c/ashrae-energy-prediction,24/10/2019 21:37,Links to Published Papers from ASHRAE Great Predictor Shootout I and II,/c/ashrae-energy-prediction/discussion/114196,/forums/messages/upvote?forumMessageId=657044,/account/resume-action?event=vote&forumMessageId=657044,"{'displayName': 'Chris Balbach', 'id': 2014127, 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png', 'tier': 'novice', 'userUrl': '/chrisbalbach', 'width': None}",33,Chris Balbach,"Hello fellow Kagglers:
NOTE: Posted on behalf of contest co-organizer Dr. Jeff Haberl, Texas A&M. 
Please find below a collection of technical papers that were generated as part of the ASHRAE Great Predictor Shootout I and II data competitions. 
While software stacks, technology and hardware availability have advanced significantly since this time period, the fundamentals of analysis approaches are, still quite fundamental.  
https://www.dropbox.com/sh/yk9rvcef7fikv01/AADPt09uCWXc9VM0CFUaIsrNa?dl=0
A special thanks to Dr. Jeff Haberl for working closely with ASHRAE to release the copyright protections of these works, for this contest. 
Good Luck!
_Chris",Kaggle + Technical Committee
527,topic,4,0,/forums/messages/downvote?forumMessageId=661132,114903,FALSE,FALSE,FALSE,,comment,AdityaVikramSingh,/c/ashrae-energy-prediction/discussion/114903#667310,21:52.6,bronze,ASHRAE - Great Energy Predictor III,/c/ashrae-energy-prediction,30/10/2019 0:27,ASHRAE : Advanced automatic FE,/c/ashrae-energy-prediction/discussion/114903,/forums/messages/upvote?forumMessageId=661132,/account/resume-action?event=vote&forumMessageId=661132,"{'displayName': 'Vitalii Mokin', 'id': 1798416, 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-avatars/thumbnails/1798416-gp.jpg', 'tier': 'expert', 'userUrl': '/vbmokin', 'width': None}",5,Vitalii Mokin,"I tried to make an automatic FE using the Featuretools library method and the Selection FE (SelectFromModel): https://www.kaggle.com/vbmokin/ashrae-automatic-fe-featuretools-selection-fe 
I used 3 ways for post-processing of the Featuretools rezults for part of train data:

Feature selection with the Pearson correlation
Feature selection with the SelectFromModel and LinearSVR
Feature selection with the SelectFromModel and RandomForestRegressor
After that, I chose the common features in all three sets and just generally all of them.

Any other ideas for their automatic selection and which of these features are worth leaving?",Feature Selection/Extraction
527,topic,21,0,/forums/messages/downvote?forumMessageId=683761,119460,FALSE,FALSE,FALSE,,topic,Robert Stockton,/c/ashrae-energy-prediction/discussion/119460#685856,32:23.5,gold,ASHRAE - Great Energy Predictor III,/c/ashrae-energy-prediction,28/11/2019 19:15,Forget leaks: Here's what makes ASHRAE fun,/c/ashrae-energy-prediction/discussion/119460,/forums/messages/upvote?forumMessageId=683761,/account/resume-action?event=vote&forumMessageId=683761,"{'displayName': 'Robert Stockton', 'id': 3528205, 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-avatars/thumbnails/3528205-gr.jpg', 'tier': 'contributor', 'userUrl': '/purist1024', 'width': None}",59,Robert Stockton,"Yes, everybody is bummed out by the massive number of leaks. Yes, everybody is spending their time finding new leaks. If that's your thing, feel free to be bummed out or excited. But I'm finding that I can quietly work on all the other aspects of the data and make forward progress, on the assumptions that the leaks will all wash out on the private LB.
So here's what I find interesting:
Lots of different data segments:
The data has distinct behaviors in a bunch of different dimensions:

Each type of meter works differently, even within the same building. It's unclear whether there's commonality between types which can be exploited.
Each site has shared weather, and potentially shared administrative policy and reporting methods within a site. It should be possible to exploit this commonality.
Each building is its own microcosm, with many factors not reflected in the data -- insulation, equipment use, work habits, etc. Our final model must be able to account for these per-building hidden variables.

All of these distinct segments (along with time-series issues) must be considered when creating a representative CV split. I strongly that entire sites should be grouped together and split timewise. However, any further grouping may or may not be useful.
They also allow for the possibility of training completely different per-segment models, but it's unclear where it will lead to a gain in predictive power through specialization or a loss due missed commonalities. My personal belief is that per-meter-type models are a good idea, but that per-building models probably throw away too much cross-over information. I'm shying away from per-site models because I fear they'll exaggerate noise without benefitting enough from commonalities -- but I could well be wrong.
Big data:
The data can, with compression, fit within a typical Kaggler's computer memory, but there's enough of it that computation time becomes a major factor. This encourages us to use subsampling to perform faster experiments but forces us to constantly re-evaluate whether such methodologies are sound. 
I haven't seen much discussion around hyperparameter optimization for this competition, and the data size is probably the reason. With a single training run on the full data taking minutes, grid searches for hyperparameter optimization are impractical, and we need to get creative. Again, we can subsample but need to be able to argue that the hyperparameters are independent of sample size -- which is probably a bad bet. The net result is that we must either neglect hyperparameters in search of easier game or be prepared to spend a lot of time or cleverness in the search.
Finally, the fact that the size prompted a two-submissions-per-day limit means that there's probably a lot less leaderboard probing going on, and a lot more actual dependence on well-founded CVs. I know that's been the case for me at least, and I've found it somewhat refreshing.
Time-series data:
Time-series problems are often popular because they allow us to exploit sequential patterns for missing-value imputation, use lag features to track trends, and exploit domain knowledge of time-of-day, seasonal, holiday, and time-zone issues.
In this particular competition, we have the interesting (yet frustrating) fact that our training data consists of exactly one year. This makes it hard to judge common varieties of year-over-year patterns while still giving us at least one sample of each season and holiday. Is it possible, for example, to predict the effect of the 4th of July holiday based on many buildings but only one global occurrence? Does it matter that the 4th occurs on a Monday in 2016, but a Wednesday in 2018? Probably, but I don't know how much.
Since it's an international competition, we also have different holidays, different time zones, different implementations of daylight savings time, etc. This is complicated by the fact that weather is tracked in GMT, readings are tracked in local standard time, and actual building usage will be affected by local daylight savings time. How should we best account for this, or can we safely ignore it?
Dirty data:
It was clear from the start that data cleanup would make a huge difference in this competition, with the glaring set of zero-readings from site 0 begging to be fixed. Likewise, it very quickly became clear that building 1099 had such absurd outliers that they would warp our predictions for other buildings.
Whether we like it or not, these dirty data are a feature, not a bug. We were warned about it in the competition description, and post-facto write-ups of the previous ASHRAE competitions called out anomalous data handling as an important part of the process.
The challenge here is to infer whether any given set of ""outliers"" will be reflected in the test data, or if they are a phenomenon that only applies in the training data. There are many buildings/meters in this competition in which the first 5 months (or so) of data are qualitatively different from the last 7. I have a personal theory that May 15th was a deadline from the organizers for ""get your reading methodology in order"", and that any anomalous reading from before this date should be distrusted. However, ignoring the entire set would be ""throwing the baby out with the bathwater"", so we need to figure out how to ""separate the wheat from the chaff"". (Hey, look! I've used my entire daily quota of stale cliches in one sentence. Oh well.)
Zero-value meter readings are especially interesting. Some are clearly completely legitimate and predictable -- some utilities are clearly turned off for months at a time. Others are almost definitely illegitimate. In my opinion, this includes all zero-readings for electricity -- complete power-outages are rare and can (IMHO) be dropped as non-informative outliers. Long runs of consecutive zeros for a single meter (or within a single site) can indicate meter failures that should be disregarded (as is the case for the first 141 days of site 0 data). Finally, we have the class of ""pulse meters"", which will alternate between large readings and zero-readings, seemingly at random. If it's truly random, then we have little recourse, but I can't neglect the possibility that there is an actual pattern which can be exploited.
External data hunts:
The actual target leaks are annoying. Most people seem to agree on this. However, the process of hunting down and identifying the actual sites and buildings within the sites has been fascinating to watch. Given the external-data rules and Kaggler's love of sharing, this has felt like a pleasant bonus and not an annoying leak. I'm not a data-scraping guy myself, but I can enjoy watching the scrapers at work.
References:
Strategy Evaluation: What helps and by How Much -- attempts to quantify a portion of the issues discussed here
Ashrae: easy data cleanup (LB 1.08 no leaks) -- demonstrates a particular strategy for data cleaning and a start-to-finish submission which addresses some of the issues discussed here
The Worst Meters -- attempts to locate the particular meters which most contribute to our error so that we can see what per-meter or systematic problems are worth addressing.",EDA
527,topic,14,0,/forums/messages/downvote?forumMessageId=698226,122270,FALSE,FALSE,FALSE,,comment,wei lu,/c/ashrae-energy-prediction/discussion/122270#701372,14:57.2,gold,ASHRAE - Great Energy Predictor III,/c/ashrae-energy-prediction,19/12/2019 0:50,Adversarial ASHRAE Redoux - It's Huge! [AUC = 0.96],/c/ashrae-energy-prediction/discussion/122270,/forums/messages/upvote?forumMessageId=698226,/account/resume-action?event=vote&forumMessageId=698226,"{'displayName': 'Bojan Tunguz', 'id': 417337, 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-avatars/thumbnails/417337-fb.jpg', 'tier': 'grandmaster', 'userUrl': '/tunguz', 'width': None}",27,Bojan Tunguz,"Early on in the competition I tried to create an adversarial notebook.  However, due to the size of the dataset I was limited to just a few features and very basic LightGBM model. I wanted to make a better model offline, and share the results here. Unfortunately, I've been really busy lately with some major changes in my professional life, and only today I got a bit of time to do this small project. Hopefully it's not too late, and it might be useful to some of you. 
You can find the notebook on GitHub: https://github.com/tunguz/ASHRAE/blob/master/Adversarial.ipynb
",Cross-validation
527,topic,19,0,/forums/messages/downvote?forumMessageId=699392,122471,FALSE,FALSE,FALSE,,comment,remesh ck ,/c/ashrae-energy-prediction/discussion/122471#702435,10:06.5,gold,ASHRAE - Great Energy Predictor III,/c/ashrae-energy-prediction,20/12/2019 11:38,Outlier Detection - ASHRAE Way,/c/ashrae-energy-prediction/discussion/122471,/forums/messages/upvote?forumMessageId=699392,/account/resume-action?event=vote&forumMessageId=699392,"{'displayName': 'Gunes Evitan', 'id': 2706866, 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-avatars/thumbnails/2706866-kg.jpeg', 'tier': 'expert', 'userUrl': '/gunesevitan', 'width': None}",71,Gunes Evitan,"The fact that outlier removal giving the largest boost to models was not a secret since the early stages. It was possible to reach 1.05 in this competition with only outlier removal. However most of the teams did it only for site 0.
Traditional outlier detection is 1 dimensional, but outliers in this data are dependent to several external factors such as seasonality, meter type, outliers' date frequency within site, outliers' length frequency within site and etc. That's why it had to be done for every building separately even though it was very inefficient. I tried to make it a little bit more efficient with this detection function. It is the modified version of @marshi  code here.
This function basically returns the indices of constant series of the given building and meter type if the length of series are greater than min_length.  min_length parameter had to be tuned for every building differently since the length of series were always different. I did it for every building in this kernel.
def filter2(building_id, meter, min_length, plot=False, verbose=False):
    if verbose:
        print(""building_id: {}, meter: {}"".format(building_id, meter))
    temp_df = df_train[(df_train['building_id'] == building_id) &amp; (df_train['meter'] == meter)]        
    target = temp_df['meter_reading'].values

    splitted_target = np.split(target, np.where(target[1:] != target[:-1])[0] + 1)
    splitted_date = np.split(temp_df['timestamp'].values, np.where(target[1:] != target[:-1])[0] + 1)

    building_idx = []
    for i, x in enumerate(splitted_date):
        if len(x) > min_length:
            start = x[0]
            end = x[-1]
            value = splitted_target[i][0]
            idx = df_train.query('(@start <= timestamp <= @end) and meter_reading == @value and meter == @meter and building_id == @building_id', engine='python').index.tolist()
            building_idx.extend(idx)
            if verbose:
                print('Length: {},\t{}  -  {},\tvalue: {}'.format(len(x), start, end, value))

    building_idx = pd.Int64Index(building_idx)
    if plot:
        fig, axes = plt.subplots(nrows=2, figsize=(16, 18), dpi=100)

        temp_df.set_index('timestamp')['meter_reading'].plot(ax=axes[0])     
        temp_df.drop(building_idx, axis=0).set_index('timestamp')['meter_reading'].plot(ax=axes[1])

        axes[0].set_title(f'Building {building_id} raw meter readings')
        axes[1].set_title(f'Building {building_id} filtered meter readings')

        plt.show()

    return building_idx

What to drop?

Electricity meter readings on another high or low level at the start of 2016. This was the only edge case this function was not used. I had to do it manually. Most of the public kernels only dropped zeros at the start of 2016, but that approach didn't cover buildings like this.

Meter readings on another high or low level due to API errors. I thought those were API errors because they exist on multiple buildings in the same sites at the same dates.  That was the time when I started considering outlier's date frequency within site for detection.

Meter readings on mean level at random dates. Removing them gave the least improvement compared to other outliers, but it still helped.

Chilled Water, Steam and Hot Water meter readings that doesn't fit their seasons. Outliers at those dates are greater than outliers at other dates.


What not to drop?

Constant meter readings at the end of 2016. I didn't drop them because some of the test set have those values.

Constant Chilled Water, Steam and Hot Water meter readings happening due to seasonality. If the model couldn't learn the effect of seasons, the result was disastrous.


Outliers that are too common. Dropping them hurts the model


After doing this operation for every buildings' every meter type. I dropped 789682 data points and break 1.04 with LightGBM in this kernel. Kaggle still evaluates the previous submissions of the kernel so it is showing old score right now.
https://www.kaggle.com/gunesevitan/ashrae-lightgbm-1-048-no-leak",Preprocessing
